POINT_X,POINT_Y
95952.69272,287651.0796
110952.6927,287651.0796
115952.6927,287651.0796
-364047.3073,292651.0796
-309047.3073,292651.0796
-199047.3073,292651.0796
-164047.3073,292651.0796
75952.69272,292651.0796
80952.69272,292651.0796
85952.69272,292651.0796
90952.69272,292651.0796
105952.6927,292651.0796
110952.6927,292651.0796
115952.6927,292651.0796
120952.6927,292651.0796
-364047.3073,297651.0796
-319047.3073,297651.0796
-279047.3073,297651.0796
-274047.3073,297651.0796
-209047.3073,297651.0796
80952.69272,297651.0796
85952.69272,297651.0796
90952.69272,297651.0796
95952.69272,297651.0796
100952.6927,297651.0796
115952.6927,297651.0796
-349047.3073,302651.0796
-314047.3073,302651.0796
-224047.3073,302651.0796
-209047.3073,302651.0796
-34047.30728,302651.0796
75952.69272,302651.0796
80952.69272,302651.0796
85952.69272,302651.0796
90952.69272,302651.0796
95952.69272,302651.0796
100952.6927,302651.0796
-269047.3073,307651.0796
-224047.3073,307651.0796
-169047.3073,307651.0796
-94047.30728,307651.0796
-89047.30728,307651.0796
-59047.30728,307651.0796
-34047.30728,307651.0796
-29047.30728,307651.0796
35952.69272,307651.0796
40952.69272,307651.0796
50952.69272,307651.0796
65952.69272,307651.0796
85952.69272,307651.0796
90952.69272,307651.0796
100952.6927,307651.0796
105952.6927,307651.0796
-349047.3073,312651.0796
-344047.3073,312651.0796
-289047.3073,312651.0796
-284047.3073,312651.0796
-269047.3073,312651.0796
-229047.3073,312651.0796
-189047.3073,312651.0796
-94047.30728,312651.0796
-69047.30728,312651.0796
-64047.30728,312651.0796
-59047.30728,312651.0796
-29047.30728,312651.0796
5952.692722,312651.0796
10952.69272,312651.0796
30952.69272,312651.0796
40952.69272,312651.0796
45952.69272,312651.0796
55952.69272,312651.0796
60952.69272,312651.0796
75952.69272,312651.0796
110952.6927,312651.0796
-379047.3073,317651.0796
-349047.3073,317651.0796
-334047.3073,317651.0796
-264047.3073,317651.0796
-229047.3073,317651.0796
-224047.3073,317651.0796
-89047.30728,317651.0796
-74047.30728,317651.0796
-69047.30728,317651.0796
-64047.30728,317651.0796
-59047.30728,317651.0796
-54047.30728,317651.0796
-14047.30728,317651.0796
5952.692722,317651.0796
10952.69272,317651.0796
30952.69272,317651.0796
55952.69272,317651.0796
75952.69272,317651.0796
80952.69272,317651.0796
85952.69272,317651.0796
90952.69272,317651.0796
95952.69272,317651.0796
125952.6927,317651.0796
-349047.3073,322651.0796
-344047.3073,322651.0796
-284047.3073,322651.0796
-264047.3073,322651.0796
-194047.3073,322651.0796
-89047.30728,322651.0796
-69047.30728,322651.0796
-64047.30728,322651.0796
-59047.30728,322651.0796
-39047.30728,322651.0796
-34047.30728,322651.0796
-9047.307278,322651.0796
10952.69272,322651.0796
35952.69272,322651.0796
80952.69272,322651.0796
85952.69272,322651.0796
90952.69272,322651.0796
95952.69272,322651.0796
115952.6927,322651.0796
120952.6927,322651.0796
-334047.3073,327651.0796
-254047.3073,327651.0796
-84047.30728,327651.0796
-59047.30728,327651.0796
-39047.30728,327651.0796
-34047.30728,327651.0796
-19047.30728,327651.0796
60952.69272,327651.0796
65952.69272,327651.0796
70952.69272,327651.0796
80952.69272,327651.0796
90952.69272,327651.0796
110952.6927,327651.0796
125952.6927,327651.0796
130952.6927,327651.0796
-339047.3073,332651.0796
-329047.3073,332651.0796
-124047.3073,332651.0796
-69047.30728,332651.0796
-39047.30728,332651.0796
-34047.30728,332651.0796
-9047.307278,332651.0796
-4047.307278,332651.0796
10952.69272,332651.0796
65952.69272,332651.0796
70952.69272,332651.0796
75952.69272,332651.0796
80952.69272,332651.0796
100952.6927,332651.0796
105952.6927,332651.0796
115952.6927,332651.0796
120952.6927,332651.0796
125952.6927,332651.0796
130952.6927,332651.0796
-44047.30728,337651.0796
-39047.30728,337651.0796
-34047.30728,337651.0796
-14047.30728,337651.0796
40952.69272,337651.0796
50952.69272,337651.0796
60952.69272,337651.0796
75952.69272,337651.0796
95952.69272,337651.0796
100952.6927,337651.0796
105952.6927,337651.0796
115952.6927,337651.0796
120952.6927,337651.0796
125952.6927,337651.0796
130952.6927,337651.0796
-384047.3073,342651.0796
-279047.3073,342651.0796
-39047.30728,342651.0796
-34047.30728,342651.0796
952.6927225,342651.0796
35952.69272,342651.0796
40952.69272,342651.0796
55952.69272,342651.0796
60952.69272,342651.0796
75952.69272,342651.0796
80952.69272,342651.0796
85952.69272,342651.0796
90952.69272,342651.0796
95952.69272,342651.0796
100952.6927,342651.0796
110952.6927,342651.0796
120952.6927,342651.0796
135952.6927,342651.0796
-349047.3073,347651.0796
-29047.30728,347651.0796
35952.69272,347651.0796
55952.69272,347651.0796
60952.69272,347651.0796
75952.69272,347651.0796
80952.69272,347651.0796
95952.69272,347651.0796
110952.6927,347651.0796
115952.6927,347651.0796
120952.6927,347651.0796
125952.6927,347651.0796
-284047.3073,352651.0796
-279047.3073,352651.0796
-184047.3073,352651.0796
-179047.3073,352651.0796
-74047.30728,352651.0796
-34047.30728,352651.0796
-4047.307278,352651.0796
25952.69272,352651.0796
35952.69272,352651.0796
40952.69272,352651.0796
45952.69272,352651.0796
50952.69272,352651.0796
55952.69272,352651.0796
60952.69272,352651.0796
70952.69272,352651.0796
75952.69272,352651.0796
90952.69272,352651.0796
110952.6927,352651.0796
115952.6927,352651.0796
120952.6927,352651.0796
-484047.3073,357651.0796
-409047.3073,357651.0796
-279047.3073,357651.0796
-204047.3073,357651.0796
-194047.3073,357651.0796
-174047.3073,357651.0796
-44047.30728,357651.0796
-9047.307278,357651.0796
25952.69272,357651.0796
30952.69272,357651.0796
35952.69272,357651.0796
45952.69272,357651.0796
60952.69272,357651.0796
65952.69272,357651.0796
70952.69272,357651.0796
85952.69272,357651.0796
90952.69272,357651.0796
95952.69272,357651.0796
110952.6927,357651.0796
115952.6927,357651.0796
-499047.3073,362651.0796
-489047.3073,362651.0796
-284047.3073,362651.0796
-279047.3073,362651.0796
-209047.3073,362651.0796
-204047.3073,362651.0796
-174047.3073,362651.0796
-44047.30728,362651.0796
-14047.30728,362651.0796
50952.69272,362651.0796
65952.69272,362651.0796
70952.69272,362651.0796
75952.69272,362651.0796
85952.69272,362651.0796
90952.69272,362651.0796
95952.69272,362651.0796
-499047.3073,367651.0796
-489047.3073,367651.0796
-479047.3073,367651.0796
-209047.3073,367651.0796
-204047.3073,367651.0796
-174047.3073,367651.0796
-29047.30728,367651.0796
-24047.30728,367651.0796
-9047.307278,367651.0796
45952.69272,367651.0796
55952.69272,367651.0796
65952.69272,367651.0796
75952.69272,367651.0796
85952.69272,367651.0796
90952.69272,367651.0796
95952.69272,367651.0796
100952.6927,367651.0796
-499047.3073,372651.0796
-484047.3073,372651.0796
-439047.3073,372651.0796
-214047.3073,372651.0796
-209047.3073,372651.0796
-29047.30728,372651.0796
-24047.30728,372651.0796
-19047.30728,372651.0796
952.6927225,372651.0796
40952.69272,372651.0796
50952.69272,372651.0796
55952.69272,372651.0796
65952.69272,372651.0796
70952.69272,372651.0796
75952.69272,372651.0796
80952.69272,372651.0796
90952.69272,372651.0796
-489047.3073,377651.0796
-484047.3073,377651.0796
-214047.3073,377651.0796
-159047.3073,377651.0796
-149047.3073,377651.0796
-39047.30728,377651.0796
-29047.30728,377651.0796
-4047.307278,377651.0796
952.6927225,377651.0796
5952.692722,377651.0796
35952.69272,377651.0796
40952.69272,377651.0796
50952.69272,377651.0796
55952.69272,377651.0796
65952.69272,377651.0796
70952.69272,377651.0796
75952.69272,377651.0796
-489047.3073,382651.0796
-434047.3073,382651.0796
-219047.3073,382651.0796
-214047.3073,382651.0796
-159047.3073,382651.0796
-154047.3073,382651.0796
-4047.307278,382651.0796
952.6927225,382651.0796
5952.692722,382651.0796
40952.69272,382651.0796
55952.69272,382651.0796
70952.69272,382651.0796
-499047.3073,387651.0796
-214047.3073,387651.0796
-159047.3073,387651.0796
-154047.3073,387651.0796
-74047.30728,387651.0796
40952.69272,387651.0796
45952.69272,387651.0796
55952.69272,387651.0796
65952.69272,387651.0796
75952.69272,387651.0796
-499047.3073,392651.0796
-154047.3073,392651.0796
-79047.30728,392651.0796
-74047.30728,392651.0796
40952.69272,392651.0796
-294047.3073,397651.0796
-159047.3073,397651.0796
-154047.3073,397651.0796
-149047.3073,397651.0796
-144047.3073,397651.0796
-89047.30728,397651.0796
-84047.30728,397651.0796
-369047.3073,402651.0796
-239047.3073,402651.0796
-84047.30728,402651.0796
-79047.30728,402651.0796
-239047.3073,407651.0796
-179047.3073,407651.0796
-154047.3073,407651.0796
-84047.30728,407651.0796
-154047.3073,412651.0796
-364047.3073,417651.0796
-164047.3073,417651.0796
-114047.3073,417651.0796
-269047.3073,432651.0796
-259047.3073,432651.0796
-259047.3073,437651.0796
-254047.3073,437651.0796
952.6927225,437651.0796
-259047.3073,442651.0796
-194047.3073,442651.0796
-189047.3073,442651.0796
55952.69272,442651.0796
-254047.3073,447651.0796
-189047.3073,447651.0796
-179047.3073,447651.0796
-174047.3073,447651.0796
50952.69272,447651.0796
-214047.3073,452651.0796
-184047.3073,452651.0796
-179047.3073,452651.0796
-174047.3073,452651.0796
-169047.3073,452651.0796
-164047.3073,452651.0796
-104047.3073,452651.0796
45952.69272,452651.0796
50952.69272,452651.0796
-264047.3073,457651.0796
-259047.3073,457651.0796
-219047.3073,457651.0796
-214047.3073,457651.0796
-209047.3073,457651.0796
-169047.3073,457651.0796
-159047.3073,457651.0796
50952.69272,457651.0796
-204047.3073,472651.0796
-159047.3073,477651.0796
-69047.30728,477651.0796
-259047.3073,482651.0796
-219047.3073,482651.0796
-214047.3073,482651.0796
-154047.3073,482651.0796
-214047.3073,487651.0796
-59047.30728,487651.0796
-154047.3073,492651.0796
-14047.30728,492651.0796
-254047.3073,497651.0796
-19047.30728,497651.0796
-249047.3073,507651.0796
-29047.30728,507651.0796
-254047.3073,522651.0796
-249047.3073,527651.0796
30952.69272,532651.0796
20952.69272,537651.0796
30952.69272,542651.0796
30952.69272,552651.0796
-139047.3073,557651.0796
-129047.3073,562651.0796
-139047.3073,572651.0796
-119047.3073,577651.0796
-159047.3073,582651.0796
-144047.3073,582651.0796
-129047.3073,582651.0796
-179047.3073,587651.0796
-159047.3073,587651.0796
-154047.3073,587651.0796
-219047.3073,592651.0796
-184047.3073,592651.0796
-179047.3073,592651.0796
-164047.3073,592651.0796
-159047.3073,592651.0796
-144047.3073,592651.0796
-139047.3073,592651.0796
-174047.3073,597651.0796
-169047.3073,597651.0796
-219047.3073,602651.0796
-174047.3073,602651.0796
-164047.3073,602651.0796
-179047.3073,607651.0796
-184047.3073,612651.0796
-159047.3073,612651.0796
-154047.3073,612651.0796
-194047.3073,617651.0796
-164047.3073,617651.0796
-139047.3073,617651.0796
-179047.3073,622651.0796
-219047.3073,627651.0796
-189047.3073,627651.0796
-169047.3073,632651.0796
-189047.3073,637651.0796
-169047.3073,637651.0796
-154047.3073,637651.0796
-154047.3073,647651.0796
-134047.3073,647651.0796
-154047.3073,652651.0796
-159047.3073,662651.0796
-144047.3073,667651.0796
-174047.3073,672651.0796
-164047.3073,687651.0796
-159047.3073,687651.0796
-164047.3073,692651.0796
-159047.3073,692651.0796
-179047.3073,712651.0796
-179047.3073,717651.0796
-174047.3073,717651.0796
-194047.3073,722651.0796
-174047.3073,722651.0796
-174047.3073,727651.0796
-204047.3073,732651.0796
-184047.3073,737651.0796
-194047.3073,747651.0796
-184047.3073,752651.0796
-209047.3073,757651.0796
-204047.3073,762651.0796
-204047.3073,767651.0796
-194047.3073,767651.0796
-209047.3073,772651.0796
-219047.3073,777651.0796
-364047.3073,782651.0796
